parameter-id,PRECIPITATION_LEVEL2,Q_LEVEL2,RH_LEVEL2,TA_LEVEL2,PA_LEVEL2,LWIN_LEVEL2,SWIN_LEVEL2,LWOUT_LEVEL2,SWOUT_LEVEL2,RN_LEVEL2,WD_LEVEL2,WS_LEVEL2,SNOWD_DISTANCE_COR_LEVEL2,COSMOS_VWC,D86_75M,G1_LEVEL2,G2_LEVEL2,STP_TSOIL2_LEVEL2,STP_TSOIL5_LEVEL2,STP_TSOIL10_LEVEL2,STP_TSOIL20_LEVEL2,STP_TSOIL50_LEVEL2,TDT1_TSOIL_LEVEL2,TDT2_TSOIL_LEVEL2,TDT1_VWC_LEVEL2,TDT2_VWC_LEVEL2,PE_LEVEL2_1H,,,TimeStamp,DOY,h2o_flux,sonic_temperature,air_temperature,air_pressure,ET,water_vapor_density,specific_humidity,RH,VPD,Tdew,max_wind_speed,wind_dir,wind_speed,ALB_1_1_1,LWIN_1_1_1,LWOUT_1_1_1,P_RAIN_1_1_1,RH_1_1_1,RN_1_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SWC_1_1_1,SWC_1_1_2,SWC_1_1_3,SWC_1_1_4,SWIN_1_1_1,SWOUT_1_1_1,TA_1_1_1,TS_2_1_1,TS_2_1_2,TS_2_1_3,TS_2_1_4
parameter-name,"Precipitation (total, 30 min)","Absolute humidity (mean, 30 min)","Relative humidity (mean, 30 min)","Air temperature (mean, 30 min)","Atmospheric pressure (mean, 30 min)","Incoming longwave radiation (corrected) (mean, 30 min)","Incoming shortwave radiation (mean, 30 min)","Outgoing longwave radiation (corrected) (mean, 30 min)","Outgoing shortwave radiation (mean, 30 min)",Net Radiation,"Wind direction (mean, 30 min)","Wind speed (mean, 30 min)",Snow distance corrected,COSMOS sensor VWC,d86 75m (1 hour),Soil heat flux 1 ,Soil heat flux 2,Soil temperature profile (2 cm depth),Soil temperature profile (5 cm depth),Soil temperature profile (10 cm depth),Soil temperature profile (20 cm depth),Soil temperature profile (50 cm depth),Soil temperature 1,Soil temperature 2,Soil moisture content (nominal depth 10cm),Soil moisture content (nominal depth 10cm),Potential evaporation (1 hour),,,,,,,,,Evapotranspiration,,,Relative Humidity,Vapour Pressure Deficit,,,,,Albedo,"Incoming longwave radiation (corrected) (mean, 30 min)","Outgoing longwave radiation (corrected) (mean, 30 min)",,Net Radiation,Net Radiation,Soil Heat Flux,Soil Heat Flux,Soil Heat Flux,Soil Water Content,Soil Water Content,Soil Water Content,Soil Water Content,"Incoming shortwave radiation (mean, 30 min)","Outgoing shortwave radiation (mean, 30 min)",Aire Temperature,Soil Temperature,Soil Temperature,Soil Temperature,Soil Temperature
parameter-units,mm,gm-3,%,Deg Celsius,hPa,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,Degrees,ms-1,metres,%,cm,Wm-2,Wm-2,Deg Celsius,Deg Celsius,Deg Celsius,Deg Celsius,Deg Celsius,Deg Celsius,Deg Celsius,%,%,mm,,,,[ddd.ddd],[mmol+1s-1m-2],[K],[K],[Pa],[mm+1hour-1],[kg+1m-3],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[deg_from_north],[m+1s-1],[%],[W/m^2],[W/m^2],[m],[%],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[m^3/m^3],[m^3/m^3],[m^3/m^3],[m^3/m^3],[W/m^2],[W/m^2],[K],[K],[K],[K],[K]
,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,COSMOS,,,,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL,UofL
01/07/2021 00:00,0,8.391,92.8,9.4,1012.835,292.2,-4.034,353.3,0.79,-65.924,351.99681,1.169,,21.1,17.33458,-19.67471,-10.41762,14.54,14.82,15.15,15.4,14.58,15.55,15.47,25.15,23.53,-0.02249,,,01/07/2021 00:00,182,-0.15709,287.55,286.492,101363,-0.0101794,0.00889192,0.00724556,77.014,350.887,282.511,1.9686,344.181,0.754115,-0.00236667,279.633,366.707,0,89.83,-86.65,NaN,NaN,-17.6965,0.2855,0.336,0.2692,0.2692,1.15097,-0.00333333,284.027,288.473,290.332,287.882,288.31
01/07/2021 00:30,0,8.313,95.1,8.87,1012.642,291.1,-3.303,352.7,1.388,-66.291,337.27027,1.412,,,,-22.15296,-11.69061,14.32,14.64,15.02,15.33,14.58,15.43,15.38,25.15,23.58,,,,01/07/2021 00:30,182.0208,0.0358247,287.354,286.32,101347,0.00232144,0.00869255,0.00707928,76.0884,360.956,282.166,3.54737,309.086,1.29555,-0.00123333,276.803,363.243,0,91.08,-85.2033,NaN,NaN,-19.3656,0.2859,0.336067,0.269667,0.269667,1.90147,-0.00323333,283.401,288.024,290.222,287.432,287.85
01/07/2021 01:00,0,8.277,96.1,8.64,1012.593,294.5,-3.261,350.3,1.348,-60.409,327.03408,1.152,,24.1,16.31714,-23.2163,-12.35376,14.16,14.5,14.91,15.28,14.59,15.31,15.28,25.15,23.58,-0.02708,,,01/07/2021 01:00,182.0416,-0.0100718,287.005,285.983,101340,-0.000652652,0.00861013,0.00700407,76.9545,340.306,282.007,3.57565,303.906,1.18935,-0.00293333,276.053,361.59,0,91.4867,-84.6433,NaN,NaN,-22.104,0.286,0.336433,0.269833,0.269833,1.59943,-0.00236667,283.155,287.57,290.112,287.033,287.392
01/07/2021 01:30,0,8.299,95.8,8.73,1012.505,303.6,-2.672,352.8,1.49,-53.362,332.57173,1.425,,,,-23.82592,-13.45068,13.99,14.34,14.79,15.21,14.58,15.2,15.16,25.15,23.41,,,,01/07/2021 01:30,182.0624,-0.0660878,286.709,285.697,101332,-0.00428249,0.00854602,0.00694527,77.7532,322.391,281.882,2.45491,282.874,1.05049,-0.0035,281.527,361.063,0,91.36,-78.974,NaN,NaN,-22.6399,0.286,0.3369,0.27,0.27,1.2197,-0.00286667,283.088,287.201,289.998,286.723,287.022
01/07/2021 02:00,0,8.427,96.9,8.79,1012.496,309.5,-2.423,353.3,1.399,-47.622,302.85734,1.262,,25.9,15.78798,-23.29327,-13.36171,13.88,14.23,14.67,15.14,14.58,15.09,15.07,25.15,23.82,-0.01816,,,01/07/2021 02:00,182.0833,0.0072321,285.992,284.996,101331,0.00046864,0.00845809,0.00685667,80.3879,271.4,281.693,2.03208,254.173,1.09142,-0.00223333,294.463,360.017,0,93.75,-65.151,NaN,NaN,-22.6374,0.286,0.337,0.27,0.27,1.0718,-0.0026,282.413,286.91,289.879,286.45,286.731
01/07/2021 02:30,0,8.418,96.3,8.87,1012.483,312.1,-2.421,354.7,1.279,-46.3,315.28705,1.444,,,,-22.75569,-13.29054,13.78,14.13,14.57,15.08,14.58,14.99,15,25.15,24.51,,,,01/07/2021 02:30,182.1041,-0.0263751,286.55,285.54,101329,-0.0017091,0.00854078,0.00693741,78.4656,308.876,281.864,2.84437,287.583,1.29464,-0.0016,304.837,360.84,0,93.51,-54.9933,NaN,NaN,-22.4897,0.286,0.337,0.27,0.27,1.673,-0.00223333,282.652,286.654,289.748,286.22,286.463
01/07/2021 03:00,0,8.364,96.8,8.69,1012.407,323.3,-1.632,355.1,1.25,-34.682,313.35703,1.117,,21.6,17.15165,-21.50284,-12.70841,13.72,14.05,14.49,15.02,14.59,14.91,14.91,25.15,23.41,-0.01256,,,01/07/2021 03:00,182.1249,-0.00188552,286.418,285.411,101322,-0.000122181,0.00851989,0.0069177,78.9062,299.996,281.822,2.70921,280.975,1.09167,-0.00253333,312.273,362.46,0,92.4833,-49.668,NaN,NaN,-21.6152,0.286033,0.337,0.27,0.27,1.1254,-0.00353333,282.805,286.472,289.616,286.081,286.282
01/07/2021 03:30,0,8.582,96.5,9.14,1012.376,347.2,-0.079,360.2,1.03,-14.109,321.0577,1.127,,,,-18.81982,-11.89245,13.7,14,14.41,14.97,14.6,14.84,14.85,25.15,24.11,,,,01/07/2021 03:30,182.1458,0.0701759,286.266,285.255,101318,0.0045474,0.00856757,0.006953,80.1233,279.796,281.896,3.00075,282.02,0.785741,-0.00186667,343.54,366.28,0,93.89,-22.2723,NaN,NaN,-19.9856,0.286,0.337,0.269967,0.269967,1.18947,-0.0025,282.603,286.35,289.494,286.05,286.169
01/07/2021 04:00,0,8.694,95.3,9.54,1012.455,344.6,5.231,362.6,2.354,-15.123,343.06659,1.684,,24.8,16.10488,-14.99252,-10.23892,13.75,14,14.36,14.91,14.59,14.79,14.82,25.15,23.76,0.00295,,,01/07/2021 04:00,182.1666,0.00782575,286.68,285.652,101325,0.000507108,0.0086767,0.00705135,79.1597,301.133,282.104,3.51581,325.464,1.36713,0.217633,350.083,368.85,0,92.7733,-17.9277,NaN,NaN,-17.4752,0.286,0.337,0.269967,0.269967,2.4538,0.928867,283.017,286.436,289.374,286.104,286.25
01/07/2021 04:30,0,8.832,96.5,9.59,1012.472,316.6,17.65,361.2,5.168,-32.118,300.32168,1.487,,,,-13.55754,-9.09708,13.77,14.01,14.33,14.86,14.59,14.75,14.81,25.15,23.94,,,,01/07/2021 04:30,182.1874,0.0193429,286.859,285.823,101328,0.00125342,0.00873926,0.00710643,78.8885,308.491,282.219,2.84583,272.408,1.32801,0.8367,307.05,366.06,0,92.57,-58.7083,NaN,NaN,-16.0779,0.286,0.337,0.2697,0.2697,6.4122,5.40857,283.222,286.423,289.245,286.129,286.25
01/07/2021 05:00,0,8.724,96.3,9.43,1012.421,311.4,30.8,360.5,7.513,-25.813,311.07778,1.43,,25.6,15.87247,-13.24104,-8.97726,13.75,13.98,14.3,14.81,14.58,14.73,14.76,25.15,23.82,-0.00875,,,01/07/2021 05:00,182.2083,0.0104608,286.665,285.633,101323,0.000677861,0.00871813,0.00708479,79.6338,293.908,282.173,2.76595,281.429,1.26295,0.961867,299.1,364.963,0,93.2533,-66.2297,NaN,NaN,-16.4292,0.286,0.337,0.2694,0.2694,9.88073,9.5914,283.067,286.306,289.132,286.028,286.175
01/07/2021 05:30,0,8.725,95.7,9.53,1012.434,321,56.9,363,12.72,2.18,320.26842,1.627,,,,-12.05732,-8.53901,13.75,13.96,14.27,14.77,14.57,14.7,14.73,25.1,23.53,,,,01/07/2021 05:30,182.2291,0.0619895,286.671,285.654,101325,0.00401692,0.00859439,0.0069842,78.4016,312.117,281.963,4.51097,301.883,1.62489,1.0866,310.937,367.897,0,91.4133,-59.0607,NaN,NaN,-15.8035,0.285967,0.337,0.269233,0.269233,17.0923,18.6483,283.141,286.25,289.022,286.013,286.15
01/07/2021 06:00,0,8.8,95.3,9.73,1012.424,318.6,87.9,365.2,18.8,22.5,321.91334,1.782,,22,17.00941,-9.59704,-7.1098,13.81,13.98,14.25,14.73,14.57,14.67,14.71,25.27,23.99,0.01817,,,01/07/2021 06:00,182.2499,0.105343,286.669,285.655,101322,0.00682623,0.00856551,0.00696083,78.1343,315.997,281.913,4.25019,303.049,1.89847,1.1362,307.717,370.263,0,90.5367,-66.6807,NaN,NaN,-13.7634,0.285933,0.337033,0.269,0.269,25.8827,29.4157,283.225,286.334,288.926,286.112,286.212
01/07/2021 06:30,0,8.977,94.9,10.11,1012.406,324.5,117.5,368.3,25.11,48.59,321.42048,1.842,,,,-6.93557,-5.60682,13.89,14.03,14.25,14.69,14.56,14.67,14.71,25.1,23.87,,,,01/07/2021 06:30,182.2707,0.0843415,286.809,285.784,101320,0.00546533,0.00864935,0.00703258,78.2677,316.746,282.064,4.45836,299.849,1.83469,1.16337,314.253,374.457,0,90.2367,-66.516,NaN,NaN,-11.1851,0.285633,0.337133,0.269,0.269,34.2667,39.885,283.458,286.5,288.842,286.298,286.39
01/07/2021 07:00,0,9.364,92.3,11.22,1012.449,329.9,334,378.7,72.91,212.29,337.93013,2.282,,24.7,16.13468,-2.18104,-3.74899,14.01,14.09,14.26,14.66,14.55,14.7,14.72,25.1,23.53,0.0936,,,01/07/2021 07:00,182.2916,0.44107,287.307,286.264,101323,0.0285814,0.00877857,0.00714989,77.1117,344.229,282.309,5.16944,319.22,1.89113,1.2215,316.557,389.573,0,87.7167,-94.583,NaN,NaN,-6.65274,0.285067,0.337467,0.269,0.269,92.53,113.443,284.196,286.836,288.75,286.692,286.754
01/07/2021 07:30,0,9.393,89,11.85,1012.516,331.7,294.5,383.4,59.89,182.91,338.19859,2.45,,,,6.98085,-0.12996,14.25,14.24,14.31,14.64,14.55,14.76,14.77,25.03,23.76,,,,01/07/2021 07:30,182.3124,0.531428,287.916,286.869,101328,0.0344365,0.00876788,0.00715598,74.1924,403.769,282.322,5.49283,325.214,2.23413,1.20333,316.39,396.83,0,84.09,-99.5433,NaN,NaN,4.28663,0.284867,0.337967,0.268667,0.268667,90.9607,109.257,284.927,287.714,288.673,287.799,287.716
01/07/2021 08:00,0,9.353,85,12.52,1012.423,335,365.5,389.1,73.8,237.6,340.60562,2.566,,20.4,17.60075,11.75021,2.73912,14.45,14.39,14.38,14.62,14.53,14.85,14.83,25.03,23.58,0.14981,,,01/07/2021 08:00,182.3332,0.608748,288.333,287.284,101319,0.0394469,0.00875664,0.00715781,72.2321,446.302,282.324,5.53636,318.773,2.18331,1.17117,318.337,403.467,0,81.5017,-104.353,NaN,NaN,9.31539,0.284067,0.337933,0.268033,0.268033,108.026,126.787,285.472,288.359,288.65,288.5,288.477
01/07/2021 08:30,0,9.128,78.51,13.41,1012.372,336.4,528.4,398.5,106.5,359.8,1.22902,3.277,,,,20.27204,5.84402,14.78,14.61,14.49,14.62,14.53,14.98,14.9,25.15,23.47,,,,01/07/2021 08:30,182.3541,1.15935,288.975,287.922,101312,0.0751258,0.00874993,0.00716873,69.4141,512.293,282.346,6.63693,342.621,2.42832,1.19377,324.657,422.907,0,77.2233,-129.867,NaN,NaN,17.2765,0.283933,0.337967,0.268,0.268,167.727,198.837,286.396,289.16,288.65,289.478,289.458
01/07/2021 09:00,0,9,75.38,13.84,1012.277,328.8,539.5,402.5,104.9,360.9,6.19042,3.258,,26.1,15.73243,28.17258,9.47857,15.15,14.88,14.63,14.63,14.51,15.14,15.02,25.1,23.64,0.2566,,,01/07/2021 09:00,182.3749,0.62656,289.343,288.304,101303,0.0406011,0.00862011,0.00707194,66.8129,569.689,282.144,6.33054,336.345,2.37945,1.17193,315.36,430.873,0,73.742,-145.243,NaN,NaN,23.7793,0.283267,0.3379,0.267467,0.267467,169.76,198.713,287.006,290.24,288.65,290.733,290.859
01/07/2021 09:30,0,8.895,73.23,14.12,1012.22,314.7,587,405.7,111.2,384.8,339.14275,2.938,,,,32.31523,11.72334,15.49,15.14,14.79,14.65,14.49,15.31,15.13,25.21,23.53,,,,01/07/2021 09:30,182.3957,0.835441,289.45,288.418,101292,0.0541366,0.00854685,0.00701515,65.7859,591.654,282.023,6.22133,322.732,2.31581,1.1561,288.357,432.263,0,72.5053,-171.717,NaN,NaN,25.3205,0.282967,0.337667,0.267,0.267,180.383,207.743,287.065,291.058,288.676,291.483,291.863
01/07/2021 10:00,0,9.216,71.03,15.2,1012.165,310.6,767.8,419.3,142.7,516.4,328.30954,2.624,,27.3,15.41159,46.44111,16.50789,16.08,15.52,14.98,14.67,14.47,15.52,15.26,25.15,23.58,0.33338,,,01/07/2021 10:00,182.4165,1.42717,289.905,288.871,101290,0.0924806,0.00854148,0.00702192,63.9634,641.527,282.037,5.93374,315.391,2.27178,1.161,276.263,451.283,0,70.354,-211.2,NaN,NaN,30.4928,0.2823,0.337033,0.266833,0.266833,238.803,274.497,287.625,292.061,288.777,292.735,293.045
01/07/2021 10:30,0,9.385,68.04,16.21,1012.17,314.7,856,429.6,156.3,584.8,320.37797,2.191,,,,60.89708,23.29033,16.79,16.05,15.28,14.73,14.47,15.8,15.42,24.87,23.94,,,,01/07/2021 10:30,182.4374,1.7344,290.573,289.533,101289,0.112389,0.00854297,0.00703939,61.4652,715.643,282.074,5.96649,314.837,1.92611,1.1284,275.57,468.083,0,67.1377,-225.873,NaN,NaN,39.2585,0.2816,0.337,0.266033,0.266033,268.187,300.857,288.47,293.696,288.901,294.649,294.772
01/07/2021 11:00,0,9.389,65.46,16.86,1012.143,335.3,837,434.3,151.3,586.7,346.89434,1.816,,27.9,15.25876,75.5083,30.39641,17.47,16.62,15.63,14.8,14.45,16.14,15.65,24.92,23.58,0.45681,,,01/07/2021 11:00,182.4582,1.53307,291.336,290.274,101285,0.0993432,0.00868065,0.00717198,59.7397,783.684,282.349,5.14533,314.838,1.25541,1.12243,309.113,469.847,0,65.3787,-184.657,NaN,NaN,43.8791,0.280933,0.337,0.265533,0.265533,216.213,239.553,289.193,295.216,289.078,296.245,296.322
01/07/2021 11:30,0,9.407,64.11,17.24,1012.013,321.6,794.5,435.5,138.1,542.5,312.08845,2.095,,,,80.04213,34.18093,17.84,17.04,15.98,14.89,14.43,16.46,15.87,24.8,23.24,,,,01/07/2021 11:30,182.479,2.13653,291.88,290.82,101268,0.138447,0.00862987,0.00714458,57.4828,856.686,282.289,5.26372,316.45,1.7224,1.10503,286.213,488.21,0,62.9933,-231.487,NaN,NaN,45.4276,0.280167,0.337,0.265,0.265,287.553,316.407,289.837,296.404,289.3,297.303,297.39
01/07/2021 12:00,0,9.348,61.39,17.86,1011.861,323.3,874,440.9,152,604.4,335.56921,1.43,,19.6,17.92028,87.3471,39.97296,18.24,17.43,16.3,15,14.41,16.78,16.09,24.87,23.47,0.45971,,,01/07/2021 12:00,182.4999,2.1247,292.377,291.311,101257,0.137681,0.0086545,0.00717793,55.9883,914.608,282.357,5.19343,354.069,1.29528,1.087,287.997,497.633,0,61.428,-234.363,NaN,NaN,51.6812,0.279567,0.336967,0.2648,0.2648,292.323,316.753,290.321,298.085,289.558,298.925,298.907
01/07/2021 12:30,0,9.445,61.33,18.05,1011.902,333.1,675.1,437.5,115.1,455.6,4.93377,1.501,,,,86.31725,44.19518,18.54,17.75,16.6,15.13,14.4,17.1,16.36,24.98,23.24,,,,01/07/2021 12:30,182.5207,2.0517,293.043,291.948,101255,0.13295,0.00884307,0.00735128,55.0904,971.262,282.709,4.49103,5.86266,1.14493,1.10537,301.37,505.53,0,60.306,-223.693,NaN,NaN,53.6075,0.279,0.336167,0.264,0.264,272.828,292.426,290.996,299.623,289.859,300.206,300.255
01/07/2021 13:00,0,9.593,59.62,18.79,1011.802,338.1,823,445.4,145.9,569.8,357.35164,1.415,,20.6,17.52346,80.15807,43.7292,18.71,17.95,16.84,15.25,14.38,17.35,16.6,24.98,23.41,0.42295,,,01/07/2021 13:00,182.5415,2.29273,293.262,292.172,101251,0.148569,0.00879041,0.00731324,54.0425,1007.94,282.632,4.51313,325.882,0.960623,1.06723,307.033,497.707,0,59.4213,-203.617,NaN,NaN,47.3617,0.2788,0.336,0.264,0.264,270.246,282.728,291.157,300.393,290.194,300.594,300.91
01/07/2021 13:30,0,9.387,55.65,19.59,1011.746,342.8,936,451.4,168.6,658.8,340.76505,1.06,,,,78.69221,46.3474,18.97,18.19,17.06,15.39,14.38,17.57,16.86,24.87,23.01,,,,01/07/2021 13:30,182.5624,2.03874,294.017,292.938,101239,0.132111,0.0086541,0.00721915,50.8618,1130.29,282.439,3.15032,58.7445,0.544307,1.0279,311.477,521.7,0,56.1667,-218.117,NaN,NaN,49.9057,0.278,0.336,0.264,0.264,326.98,334.383,291.983,301.55,290.571,301.481,301.823
01/07/2021 14:00,0,9.761,58.31,19.46,1011.537,339.6,787.4,449.7,138.7,538.6,56.26356,1.376,,24.4,16.22512,81.59933,50.64136,19.3,18.46,17.29,15.52,14.37,17.79,17.16,24.92,23.12,0.51477,,,01/07/2021 14:00,182.5832,2.30737,294.526,293.414,101221,0.149518,0.00888919,0.00742957,50.8104,1165.28,282.862,4.47952,31.566,1.053,1.03217,310.467,521.753,0,55.463,-218.18,NaN,NaN,54.7253,0.277833,0.335333,0.263767,0.263767,285.777,292.125,292.652,303.106,290.956,302.751,303.166
01/07/2021 14:30,0,9.348,53.04,20.34,1011.326,333.5,826,451.6,148.3,559.6,356.03109,1.006,,,,69.91112,48.80723,19.45,18.65,17.5,15.65,14.37,17.97,17.38,24.92,23.06,,,,01/07/2021 14:30,182.604,2.54829,294.606,293.544,101203,0.165129,0.00848617,0.0070957,48.1394,1238.48,282.179,3.39556,347.309,0.629695,1.0058,300.65,518.763,0,53.23,-219.647,NaN,NaN,48.0961,0.277133,0.335,0.263233,0.263233,290.357,291.35,292.612,303.816,291.343,303.087,303.742
01/07/2021 15:00,0,9.13,52.44,20.13,1011.067,334.9,685.8,446.4,123.3,451,76.24693,0.983,,27.2,15.43754,59.65557,46.85331,19.55,18.78,17.68,15.78,14.36,18.12,17.53,24.87,23.01,0.4501,,,01/07/2021 15:00,182.6249,1.87689,295.196,294.14,101175,0.121622,0.00839711,0.00703722,46.0085,1337.64,282.052,2.91067,20.5677,0.215544,0.996867,302.827,516.93,0,50.9593,-213.023,NaN,NaN,50.0304,0.276967,0.334633,0.263167,0.263167,259.36,257.953,293.158,304.485,291.725,303.435,304.217
01/07/2021 15:30,0,9.118,51.31,20.48,1010.949,332.8,717.6,448,134.4,468,34.6576,1.19,,,,47.16503,40.87776,19.53,18.82,17.81,15.9,14.36,18.23,17.63,24.8,22.83,,,,01/07/2021 15:30,182.6457,2.25385,295.556,294.5,101158,0.146049,0.00837596,0.00702922,44.9449,1394.45,282.033,4.64564,31.3633,0.96668,0.978267,300.82,512.01,0,50.0227,-205.893,NaN,NaN,45.1869,0.276967,0.334,0.263167,0.263167,258.397,252.62,293.477,304.869,292.139,303.45,304.453
01/07/2021 16:00,0,8.79,47.85,21.05,1010.862,334.5,662,447.2,127.8,421.5,200.87662,0.924,,25.2,15.98736,39.50584,37.30082,19.53,18.87,17.91,16.02,14.36,18.27,17.68,24.57,23.01,0.41528,,,01/07/2021 16:00,182.6665,2.02848,295.708,294.685,101156,0.131445,0.00810765,0.00680759,43.0427,1459.05,281.562,3.28787,93.6185,0.521478,0.954033,301.41,509.317,0,47.748,-197.22,NaN,NaN,40.8953,0.277,0.333933,0.263333,0.263333,242.667,231.713,293.694,305.137,292.528,303.366,304.55
01/07/2021 16:30,0,8.886,48.91,20.86,1010.755,340.1,558.4,443,109.6,345.9,52.89334,1.163,,,,30.43811,33.32747,19.44,18.85,17.98,16.13,14.36,18.29,17.71,24.63,22.94,,,,01/07/2021 16:30,182.6873,1.69476,295.897,294.864,101145,0.10982,0.00816836,0.00686372,42.9181,1478.37,281.681,3.73302,49.5967,0.814671,0.9523,309.197,502.273,0,47.706,-182.99,NaN,NaN,37.1966,0.276933,0.333267,0.263833,0.263833,212.313,201.74,293.887,305.276,292.902,303.145,304.55
01/07/2021 17:00,0,8.703,47.99,20.83,1010.659,347.4,473.6,435.8,95.7,289.5,346.46921,1.131,,23.8,16.41079,24.2568,28.20593,19.22,18.75,17.99,16.21,14.36,18.28,17.71,24.75,22.65,0.31301,,,01/07/2021 17:00,182.7082,1.42179,295.723,294.729,101136,0.0921321,0.00788021,0.00661811,41.7296,1496.69,281.145,3.38321,351.821,1.02255,0.9651,321.74,485.67,0,45.9857,-157.467,NaN,NaN,30.1224,0.277,0.333,0.264,0.264,170.063,163.32,293.841,304.85,293.253,302.587,304.183
01/07/2021 17:30,0,8.942,48.99,20.94,1010.581,356.5,413.9,435.6,84.4,250.4,51.77882,1.028,,,,23.71467,25.33476,19.05,18.64,17.97,16.29,14.37,18.24,17.71,24.75,23.06,,,,01/07/2021 17:30,182.729,1.30415,295.795,294.786,101129,0.0845086,0.00798843,0.00671117,42.1623,1490.81,281.348,3.44852,44.3102,0.842565,0.9837,331.737,483.363,0,46.3087,-148.893,NaN,NaN,26.3211,0.277,0.333,0.264,0.264,149.677,146.567,293.926,304.307,293.573,301.885,303.65
01/07/2021 18:00,0,9.94,57.9,19.89,1010.49,354.1,304.9,429,61.9,168.1,95.54447,2.066,,20.4,17.60075,20.60275,22.42034,18.89,18.53,17.94,16.36,14.38,18.18,17.71,24.63,22.83,0.21982,,,01/07/2021 18:00,182.7498,3.32912,295.828,294.674,101121,0.215727,0.00914156,0.00768213,48.5655,1316.6,283.343,5.84538,66.6922,1.70193,0.9796,330.497,470.547,0,51.87,-136.767,NaN,NaN,19.3218,0.277,0.3329,0.264033,0.264033,117.924,114.232,293.772,303.701,293.842,301.162,303.14
01/07/2021 18:30,0,10.896,72.37,17.67,1010.648,356.9,120.2,410.3,22.91,43.89,109.89167,3.115,,,,17.62064,17.93599,18.67,18.39,17.87,16.4,14.38,18.14,17.68,24.69,22.71,,,,01/07/2021 18:30,182.7707,0.258383,294.186,292.841,101145,0.0167432,0.0107808,0.00900825,63.7319,829.107,285.74,7.17689,97.3674,3.15539,1.03163,342.487,435.73,0,70.2757,-95.2733,NaN,NaN,8.73732,0.2772,0.332467,0.2646,0.2646,43.1767,44.653,291.631,302.475,294.062,300.038,302.165
01/07/2021 19:00,0,10.706,75.54,16.66,1010.963,357.4,72.64,401.7,14.71,13.63,109.25929,2.563,,23.7,16.44237,11.90405,12.58296,18.36,18.19,17.78,16.43,14.38,18.07,17.61,24.57,22.54,0.05779,,,01/07/2021 19:00,182.7915,0.131089,293.205,291.915,101176,0.00849459,0.0104088,0.00866555,64.9774,755.802,285.158,5.19818,90.7381,2.38335,0.995067,347.21,422.157,0,72.6837,-75.428,NaN,NaN,-0.920713,0.277867,0.3322,0.265,0.265,25.7993,25.671,290.41,300.732,294.216,298.714,300.628
01/07/2021 19:30,0,10.61,77.06,16.18,1011.134,357.2,56.05,398.1,11.63,3.52,113.00429,2.114,,,,7.35849,8.71536,18.07,17.97,17.68,16.46,14.4,17.98,17.52,24.63,22.48,,,,01/07/2021 19:30,182.8123,0.128276,292.858,291.562,101192,0.00831229,0.0104819,0.0087147,66.8142,700.515,285.245,4.72145,96.0452,1.84712,0.946167,347.313,416.95,0,74.926,-69.2577,NaN,NaN,-6.73141,0.278033,0.332033,0.2652,0.2652,21.8437,20.8323,289.922,299.326,294.333,297.676,299.287
01/07/2021 20:00,0,10.754,80.6,15.66,1011.307,365,14.39,393,3.289,-16.899,109.48108,1.351,,23.3,16.57061,3.3781,6.03452,17.81,17.77,17.55,16.47,14.42,17.86,17.43,24.34,22.71,0.01512,,,01/07/2021 20:00,182.8332,0.0850133,292.594,291.286,101208,0.00550886,0.0106009,0.0088043,68.69,649.549,285.402,3.09946,93.687,1.38403,0.661667,358.903,411.723,0,77.5833,-51.209,NaN,NaN,-9.62556,0.278567,0.332,0.266,0.266,7.63213,5.31757,289.534,298.237,294.35,296.837,298.227
01/07/2021 20:30,0,10.737,82.4,15.27,1011.396,365.9,2.515,390.2,1.085,-22.87,126.47612,1.49,,,,-0.18515,3.53389,17.56,17.56,17.42,16.48,14.45,17.75,17.33,24.34,22.89,,,,01/07/2021 20:30,182.854,0.0270674,292.127,290.816,101217,0.00175397,0.0106613,0.00883966,71.0402,583.286,285.464,2.62602,106.345,1.23581,0.172533,361.137,407.453,0,80.0173,-44.351,NaN,NaN,-11.8306,0.278967,0.332,0.266,0.266,3.35893,0.700167,289.08,297.301,294.35,296.08,297.303
