filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,auxiliary_input_1_mean,auxiliary_input_2_mean,auxiliary_input_3_mean,auxiliary_input_4_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean
2021-07-14T153000_AIU-2088.ghg,14/07/2021,16:00,195.667,1,18000,18000,-8.86E-02,0,7.58E-03,54.6575,0,4.13486,105.079,0,9.39338,-13.9736,0,0.921162,2.38613,0,0.213303,-0.425348,-9.01E-03,8.90E-02,-2.05E-04,1.69E-12,7.05E-14,15.7162,390.765,397.219,0.2,0,653.441,16.2471,16.5154,0.5,0,298.444,296.912,101315,1.18155,1014.51,2.45E-02,0.154621,1.20E-02,1638.02,2931.4,1.01E-02,55.8783,1293.38,287.538,7.99E-02,-2.02168,-0.123552,2.02702,1.01E-13,1.08E-16,2.02702,5.47,267.508,272.262,-3.49448,-9999,0.273874,0.824149,-33.1329,-7.95E-02,0.520154,0.166492,0,41.0814,-6.23427,14.1019,35.1158,53.5538,75.11,112.528,-8.76E-02,1.01199,59.9855,1.02257,98.518,1.0666,-13.101,1.0666,2.23713,1.0666,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.730806,0.78396,0.133533,0.214421,8.87563,0.304292,5.00E-02,-0.326125,5.57E-02,15.7174,653.473,3.34E-04,6.34E-03,-4.47E-03,4.19E-04,11.44,390.767,16.2467,14.1965,104.324,105.056,103.593,1.46326,2.21E-04,2,10.9545
2021-07-14T160000_AIU-2088.ghg,14/07/2021,16:30,195.687,1,18000,18000,-0.116966,0,8.72E-03,80.419,0,4.731,139.704,0,10.2249,-19.4706,0,1.08113,3.17327,0,0.232251,0.511582,0.19948,-3.41E-02,4.53E-03,2.24E-12,9.38E-14,15.6652,390.203,396.678,0.2,0,655.254,16.3217,16.5925,0.5,0,298.737,297.196,101305,1.18027,1014.56,2.45E-02,0.205628,1.20E-02,1645.34,2981.99,1.02E-02,55.1759,1336.65,287.607,9.24E-02,-2.02711,-9.68E-02,2.03153,1.23E-13,1.43E-16,2.03153,6.12567,267.507,272.61,-2.73195,-9999,0.314802,0.899485,-34.1973,-7.70E-02,0.575637,0.213336,0,41.4664,-6.29268,14.2341,35.4448,54.0556,75.8137,113.583,-0.11558,1.01199,87.3815,1.02259,130.972,1.06667,-18.2536,1.06667,2.9749,1.06667,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.733983,0.892628,0.172359,0.205596,9.03459,0.277416,7.30E-02,-0.454913,7.41E-02,15.6663,655.276,3.28E-04,6.34E-03,-4.48E-03,4.16E-04,11.4284,390.205,16.3212,14.2667,104.305,105.044,103.566,1.4779,2.21E-04,2,10.9539
2021-07-14T163000_AIU-2088.ghg,14/07/2021,17:00,195.708,1,18000,18000,-0.20213,0,1.29E-02,70.76,0,4.94356,117.879,0,9.54062,-16.8506,0,0.932661,2.67632,0,0.216609,-0.837227,0.398491,6.75E-02,9.05E-03,-6.74E-13,-2.84E-14,15.7472,391.314,397.867,0.2,0,662.801,16.4704,16.7462,0.5,0,298.283,296.731,101305,1.18206,1014.62,2.45E-02,0.173425,1.21E-02,1660.25,2899.67,1.03E-02,57.2566,1239.42,287.747,-0.206367,-2.66586,-0.136685,2.67733,-2.44E-14,-4.28E-17,2.67733,7.96129,274.376,265.574,-2.92637,-9999,0.413519,1.24583,-88.0929,-2.99E-02,0.600275,0.142676,0,44.0983,-6.69209,15.1375,37.6946,57.4866,80.6258,120.792,-0.199582,1.01276,76.2534,1.0263,109.391,1.0776,-15.6372,1.0776,2.48361,1.0776,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.10221,1.13465,0.254802,0.183708,5.37753,0.180953,6.36E-02,-0.389174,6.18E-02,15.7483,662.833,3.30E-04,6.35E-03,-4.48E-03,4.18E-04,11.41,391.315,16.4701,14.41,104.358,105.089,103.627,1.4618,2.21E-04,2,10.9576
2021-07-14T170000_AIU-2088.ghg,14/07/2021,17:30,195.729,1,18000,18000,-0.20351,0,1.39E-02,58.7428,0,3.89203,83.4564,0,7.78025,-13.5792,0,0.70938,1.89343,0,0.176515,-1.33294,-0.248184,7.81E-02,-5.63E-03,-9.65E-12,-4.02E-13,15.8614,392.594,399.131,0.2,0,661.7,16.3781,16.6508,0.6,0,297.532,295.992,101310,1.18511,1014.56,2.44E-02,0.122694,1.21E-02,1651.08,2773.08,1.02E-02,59.5398,1121.99,287.661,-0.474561,-2.61093,-0.164256,2.65879,-3.09E-14,-6.08E-16,2.65879,8.37276,280.267,259.698,-3.5419,-9999,0.414393,1.23779,-106.79,-2.47E-02,0.703873,0.117898,0,42.7369,-6.4855,14.6702,36.5309,55.7119,78.1368,117.063,-0.200951,1.01273,62.4446,1.02618,77.4707,1.07726,-12.6053,1.07726,1.75763,1.07726,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,1.23488,0.963935,0.276756,9.58E-02,2.81307,0.105019,5.19E-02,-0.312881,4.36E-02,15.8625,661.739,3.21E-04,6.31E-03,-4.46E-03,4.15E-04,11.4244,392.595,16.3779,14.3277,104.421,105.136,103.706,1.43037,2.20E-04,2,10.962
2021-07-14T173000_AIU-2088.ghg,14/07/2021,18:00,195.75,1,18000,18000,-0.215138,0,1.19E-02,38.6605,0,1.9956,52.3089,0,5.47527,-9.65068,0,0.476486,1.1864,0,0.124183,-0.572336,-0.614868,6.60E-02,-1.39E-02,3.82E-11,1.57E-12,15.9551,393.676,400.138,0.2,0,654.524,16.1497,16.4148,0.6,0,297.191,295.675,101319,1.18658,1014.43,2.44E-02,7.69E-02,1.19E-02,1628.31,2720.31,1.01E-02,59.8577,1091.99,287.446,-0.107543,-3.10644,-0.167415,3.1128,-6.02E-15,2.39E-15,3.1128,7.90679,272.249,268.017,-3.08301,-9999,0.425804,1.21063,-176.041,-1.50E-02,0.739081,7.54E-02,0,42.2265,-6.40804,14.495,36.0946,55.0466,77.2036,115.665,-0.212248,1.01362,40.8064,1.02908,48.2007,1.08523,-8.89274,1.08523,1.09322,1.08523,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.08941,1.031,0.300854,3.51E-02,1.42284,5.69E-02,3.39E-02,-0.220408,2.71E-02,15.9563,654.564,3.10E-04,6.28E-03,-4.44E-03,4.05E-04,11.43,393.676,16.1496,14.1148,104.465,105.166,103.763,1.40358,2.19E-04,2,10.9694
2021-07-14T180000_AIU-2088.ghg,14/07/2021,18:30,195.771,1,18000,18000,-0.236063,0,1.35E-02,23.6539,0,2.70678,48.7793,0,4.63167,-7.30004,0,0.41784,1.10591,0,0.105008,-0.730932,-0.514044,9.46E-02,-1.17E-02,-2.21E-11,-8.92E-13,16.0631,395.223,401.632,0.2,0,648.626,15.9591,16.2179,0.6,0,296.767,295.271,101323,1.18834,1014.31,2.44E-02,7.17E-02,1.18E-02,1609.25,2654.26,9.94E-03,60.629,1045.01,287.264,-4.49E-02,-3.32224,-0.210525,3.32921,-7.95E-15,-1.37E-15,3.32921,8.87076,270.542,269.225,-3.62556,-9999,0.445701,1.39047,-329.969,-7.98E-03,0.484916,4.40E-02,0,43.1854,-6.55355,14.8241,36.9142,56.2965,78.9566,118.291,-0.232779,1.01411,25.894,1.03051,44.79,1.08907,-6.70302,1.08907,1.01547,1.08907,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.3012,1.16826,0.311485,5.17E-02,1.075,3.97E-02,2.15E-02,-0.16586,2.51E-02,16.0642,648.669,2.95E-04,6.25E-03,-4.43E-03,4.00E-04,11.43,395.223,15.9591,13.9339,104.502,105.192,103.813,1.37953,2.18E-04,2,10.9745
2021-07-14T183000_AIU-2088.ghg,14/07/2021,19:00,195.792,1,18000,18000,-0.2311,0,1.39E-02,1.06544,0,2.15315,33.7533,0,4.22053,-4.35966,0,0.325394,0.764807,0,9.56E-02,-1.08272,-0.562032,8.44E-02,-1.27E-02,6.28E-11,2.49E-12,16.1763,396.601,402.948,0.2,0,642.453,15.7512,16.0033,0.7,0,296.147,294.673,101340,1.19104,1014.17,2.43E-02,4.96E-02,1.17E-02,1588.66,2559.2,9.81E-03,62.0766,970.534,287.066,1.48E-02,-3.14539,-0.163855,3.14969,1.73E-14,3.88E-15,3.14969,9.34136,269.49,270.27,-2.98202,-9999,0.440491,1.36697,-7072.2,-3.72E-04,3.16E-02,2.00E-03,0,42.0972,-6.38841,14.4506,35.9841,54.878,76.9671,115.311,-0.227977,1.0137,2.99414,1.02932,31.0836,1.08589,-4.01483,1.08589,0.704313,1.08589,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.26799,1.14154,0.32442,4.25E-02,0.61038,3.44E-02,2.48E-03,-9.91E-02,1.74E-02,16.1775,642.492,2.85E-04,6.22E-03,-4.43E-03,3.88E-04,11.4377,396.601,15.7512,13.7364,104.547,105.223,103.872,1.35104,2.18E-04,2,10.9808
2021-07-14T190000_AIU-2088.ghg,14/07/2021,19:30,195.812,1,18000,18000,-0.207102,0,1.24E-02,-10.5414,1,1.49917,13.0763,0,2.16089,-1.56961,1,0.37515,0.296134,0,4.89E-02,-0.998892,-0.294757,0.121283,-6.68E-03,-5.21E-11,-2.05E-12,16.3178,398.576,404.91,0.2,0,640.411,15.6425,15.8911,0.1,0,295.584,294.123,101351,1.19345,1014.1,2.42E-02,1.92E-02,1.16E-02,1577.94,2474.3,9.74E-03,63.7731,896.363,286.962,0.224419,-2.82153,-0.132772,2.83355,1.35E-14,-3.19E-15,2.83355,8.78661,265.705,274.548,-2.6857,-9999,0.416571,1.05064,604.597,4.35E-03,-0.806142,-2.09E-02,0,44.5364,-6.75858,15.2879,38.0691,58.0577,81.4268,121.992,-0.204488,1.01278,-9.54841,1.02841,12.0095,1.08883,-1.44155,1.08883,0.271974,1.08883,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.04948,0.799553,0.25226,2.62E-02,0.69091,1.12E-02,-7.89E-03,-3.55E-02,6.70E-03,16.319,640.454,2.77E-04,6.21E-03,-4.42E-03,3.86E-04,11.45,398.575,15.6425,13.6353,104.598,105.258,103.937,1.32137,2.17E-04,2,10.9805
2021-07-14T193000_AIU-2088.ghg,14/07/2021,20:00,195.833,0,18000,18000,-0.172927,0,1.21E-02,-24.7351,0,1.8552,12.3499,0,2.08358,0.646944,2,0.261136,0.279553,0,4.72E-02,-0.871409,-0.146781,0.156557,-3.32E-03,1.12E-10,4.37E-12,16.4776,401.121,407.473,0.2,0,640.358,15.5885,15.8354,0.1,0,295.097,293.644,101367,1.1956,1014.07,2.42E-02,1.81E-02,1.16E-02,1572.75,2402.38,9.71E-03,65.4666,829.623,286.911,2.22E-02,-2.58969,-0.134626,2.59328,-3.87E-14,6.82E-15,2.59328,8.2629,268.883,270.491,-2.97576,-9999,0.380311,0.984493,196.082,1.34E-02,-2.00287,-5.36E-02,0,43.4663,-6.59619,14.9206,37.1544,56.6628,79.4703,119.061,-0.170759,1.0127,-23.474,1.02785,11.3574,1.08738,0.594955,1.08738,0.257088,1.08738,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.978339,0.767192,0.223455,3.00E-02,0.741836,6.52E-03,-1.94E-02,1.46E-02,6.32E-03,16.4788,640.403,2.71E-04,6.19E-03,-4.42E-03,3.78E-04,11.4428,401.12,15.5885,13.5845,104.649,105.296,104.003,1.29328,2.17E-04,2,10.983
2021-07-14T200000_AIU-2088.ghg,14/07/2021,20:30,195.854,0,18000,18000,-0.148155,0,1.06E-02,-36.2921,0,2.29856,-1.06899,2,1.49495,3.84412,0,0.391611,-2.42E-02,2,3.38E-02,-0.736512,-0.632726,0.179193,-1.43E-02,-5.84E-11,-2.22E-12,16.653,404.029,410.33,0.2,0,632.942,15.3562,15.5957,0.1,0,294.669,293.239,101395,1.19769,1013.93,2.42E-02,-1.57E-03,1.15E-02,1549.86,2343.14,9.56E-03,66.1447,793.277,286.686,-0.115843,-2.57114,-0.158795,2.57864,-3.78E-14,-3.51E-15,2.57864,6.89564,272.217,267.42,-3.53056,-9999,0.35171,0.840892,105.717,2.49E-02,33.9498,-8.50E-02,0,42.6355,-6.4701,14.6354,36.4441,55.5796,77.9512,116.785,-0.146203,1.01335,-35.4956,1.02922,-0.979268,1.09163,3.52147,1.09163,-2.22E-02,1.09163,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.852134,0.629222,0.200428,3.93E-02,0.756152,1.70E-02,-2.92E-02,8.64E-02,-5.44E-04,16.6542,632.983,2.60E-04,6.17E-03,-4.41E-03,3.74E-04,11.44,404.028,15.3562,13.3563,104.702,105.333,104.071,1.26188,2.16E-04,2,10.9852
2021-07-14T203000_AIU-2088.ghg,14/07/2021,21:00,195.875,0,18000,18000,-0.165167,0,1.18E-02,-40.7712,0,2.81393,4.84794,0,1.03283,4.63852,0,0.398556,0.109638,0,2.34E-02,-0.995301,9.08E-02,0.167492,2.05E-03,5.94E-11,2.25E-12,16.8004,406.741,413.099,0.2,0,635.661,15.3894,15.63,0.1,0,294.125,292.694,101408,1.20006,1013.93,2.41E-02,7.10E-03,1.15E-02,1553.4,2265.23,9.58E-03,68.5759,711.828,286.721,-7.33E-02,-2.39775,-0.124524,2.4021,-2.64E-15,3.54E-15,2.4021,6.54001,271.826,268.249,-2.97151,-9999,0.370988,0.847823,110.449,2.38E-02,-8.41002,-9.03E-02,0,43.7279,-6.63588,15.0104,37.378,57.0038,79.9486,119.778,-0.163082,1.01279,-39.5877,1.02774,4.45885,1.08726,4.26624,1.08726,0.100838,1.08726,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0.801727,0.684468,0.20945,4.70E-02,0.699816,2.14E-03,-3.25E-02,0.104476,2.47E-03,16.8017,635.707,2.55E-04,6.16E-03,-4.41E-03,3.70E-04,11.44,406.741,15.3894,13.3866,104.733,105.355,104.111,1.24391,2.15E-04,2,10.978
2021-07-14T210000_AIU-2088.ghg,14/07/2021,21:30,195.896,0,18000,18000,-0.130909,0,9.43E-03,-36.5744,0,2.24462,3.39436,0,1.49815,4.34772,0,0.442771,7.67E-02,0,3.39E-02,-0.615556,-0.377679,0.116271,-8.54E-03,-6.98E-11,-2.61E-12,16.9111,408.622,414.95,0.2,0,631.188,15.2514,15.4876,0.1,0,293.773,292.357,101433,1.20181,1013.85,2.41E-02,4.97E-03,1.14E-02,1539.92,2218.27,9.50E-03,69.4196,678.356,286.587,-0.13441,-2.15395,-0.107928,2.16084,4.98E-14,-4.13E-15,2.16084,6.46667,274.719,266.429,-2.86296,-9999,0.33004,0.899112,86.7007,3.04E-02,-10.7751,-9.10E-02,0,41.1851,-6.25001,14.1375,35.2044,53.689,75.2996,112.812,-0.129294,1.01249,-35.6017,1.02671,3.13057,1.08426,4.00985,1.08426,7.08E-02,1.08426,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.817728,0.787891,0.192604,4.01E-02,1.10999,4.64E-03,-2.92E-02,9.80E-02,1.73E-03,16.9123,631.231,2.53E-04,6.16E-03,-4.41E-03,3.67E-04,11.4245,408.622,15.2514,13.2505,104.758,105.371,104.145,1.22607,2.15E-04,2,10.9793
2021-07-14T213000_AIU-2088.ghg,14/07/2021,22:00,195.917,0,18000,18000,-0.122677,0,9.74E-03,-33.3426,0,2.98193,2.54386,0,0.737358,4.02594,0,0.508013,5.75E-02,0,1.67E-02,-0.9876,-0.288014,0.21082,-6.51E-03,1.46E-11,5.36E-13,17.0767,412.024,418.361,0.2,0,627.751,15.1463,15.3793,0.1,0,293.222,291.818,101446,1.20423,1013.77,2.40E-02,3.72E-03,1.14E-02,1529.55,2144.84,9.43E-03,71.3131,615.288,286.483,0.145634,-2.06167,-0.11367,2.06993,-8.66E-15,8.54E-16,2.06993,5.77257,265.776,274.041,-3.14798,-9999,0.319175,0.709923,86.022,3.06E-02,-13.1071,-8.56E-02,0,43.9684,-6.67238,15.0929,37.5835,57.3173,80.3883,120.436,-0.12119,1.01227,-32.5064,1.02608,2.35024,1.08238,3.71952,1.08238,5.31E-02,1.08238,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.71148,0.555371,0.152997,8.31E-02,1.921,1.17E-03,-2.66E-02,9.08E-02,1.30E-03,17.0779,627.795,2.46E-04,6.15E-03,-4.41E-03,3.67E-04,11.4,412.024,15.1463,13.1419,104.784,105.389,104.178,1.21092,2.14E-04,2,10.9752
2021-07-14T220000_AIU-2088.ghg,14/07/2021,22:30,195.937,0,18000,18000,-7.83E-02,0,7.28E-03,-31.5192,0,2.37975,2.45267,1,0.776726,4.37042,0,0.415425,5.54E-02,1,1.75E-02,-0.818827,4.46E-02,0.156791,1.01E-03,-2.18E-11,-7.98E-13,17.1969,414.552,420.934,0.2,0,628.989,15.1625,15.396,0.1,0,292.774,291.371,101434,1.20592,1013.77,2.40E-02,3.59E-03,1.14E-02,1531,2085.65,9.44E-03,73.4062,554.653,286.498,0.408162,-1.75759,-0.104844,1.80741,-2.87E-15,-1.27E-15,1.80741,5.15133,255.92,283.074,-3.32547,-9999,0.254883,0.522741,46.3377,5.68E-02,-12.851,-0.101152,0,41.188,-6.25044,14.1385,35.2069,53.6927,75.3048,112.82,-7.74E-02,1.01279,-30.7062,1.02676,2.26134,1.08461,4.02949,1.08461,5.11E-02,1.08461,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0.535938,0.394726,0.114819,5.05E-02,1.29097,1.69E-03,-2.51E-02,9.82E-02,1.24E-03,17.1981,629.034,2.45E-04,6.14E-03,-4.41E-03,3.63E-04,11.4,414.551,15.1625,13.145,104.805,105.403,104.206,1.19666,2.15E-04,2,10.966
2021-07-14T223000_AIU-2088.ghg,14/07/2021,23:00,195.958,0,18000,18000,-6.44E-02,0,7.10E-03,-26.6981,0,2.13367,1.38851,0,0.522127,4.14014,0,0.450399,3.14E-02,0,1.18E-02,-0.351381,0.143345,8.39E-02,3.24E-03,-4.36E-11,-1.59E-12,17.2586,415.903,422.329,0.2,0,631.358,15.2147,15.4497,0.1,0,292.587,291.18,101427,1.20661,1013.8,2.40E-02,2.03E-03,1.14E-02,1536.14,2060.7,9.47E-03,74.5445,524.563,286.549,0.181023,-1.47776,-8.83E-02,1.49142,-2.17E-14,-2.52E-15,1.49142,4.80271,261.938,276.984,-3.39294,-9999,0.231042,0.480662,40.7434,6.46E-02,-19.2279,-9.45E-02,0,42.9015,-6.51048,14.7267,36.6716,55.9265,78.4377,117.514,-6.36E-02,1.01237,-26.0892,1.02518,1.28606,1.07966,3.83467,1.07966,2.90E-02,1.07966,800000099,800000099,800000099,800000099,800000099,810000099,899999999,899999999,89999,89999,89,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.589174,0.286911,8.52E-02,4.80E-02,1.54401,8.07E-04,-2.13E-02,9.34E-02,7.07E-04,17.2598,631.403,2.44E-04,6.15E-03,-4.41E-03,3.63E-04,11.4032,415.903,15.2147,13.1905,104.812,105.407,104.216,1.19097,2.14E-04,2,10.9624
2021-07-14T230000_AIU-2088.ghg,14/07/2021,23:30,195.979,0,18000,18000,-5.22E-02,0,5.61E-03,-24.9577,0,2.25427,0.720979,1,0.643283,4.51231,0,0.554754,1.63E-02,1,1.45E-02,-0.335051,-0.233732,0.146496,-5.28E-03,-8.07E-11,-2.92E-12,17.3716,418.261,424.686,0.2,0,628.384,15.1298,15.3622,0.1,0,292.396,290.998,101454,1.20773,1013.74,2.40E-02,1.05E-03,1.14E-02,1528.01,2037.19,9.42E-03,75.0057,509.181,286.468,-0.713126,-1.01227,-5.13E-02,1.2393,6.11E-14,-4.65E-15,1.2393,4.15827,305.143,234.836,-2.37398,-9999,0.207943,0.43678,31.7812,8.28E-02,-34.6164,-9.80E-02,0,43.7314,-6.63641,15.0116,37.3809,57.0083,79.9549,119.787,-5.16E-02,1.01255,-24.4261,1.02496,0.668346,1.07875,4.1829,1.07875,1.51E-02,1.07875,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.331755,0.475999,6.58E-02,6.36E-02,2.89755,1.72E-03,-2.00E-02,0.10176,3.67E-04,17.3729,628.429,2.43E-04,6.15E-03,-4.41E-03,3.62E-04,11.46,418.261,15.1297,13.1084,104.824,105.416,104.232,1.18422,2.14E-04,2,10.9596
2021-07-14T233000_AIU-2088.ghg,15/07/2021,00:00,196,0,18000,18000,-5.42E-02,0,5.56E-03,-25.8847,0,1.90372,0.767385,1,0.461616,4.48094,0,0.373331,1.73E-02,1,1.04E-02,-0.364346,-0.116493,7.65E-02,-2.63E-03,-7.84E-11,-2.82E-12,17.4316,419.491,425.917,0.2,0,626.948,15.0875,15.3186,0.1,0,292.193,290.799,101463,1.20867,1013.73,2.39E-02,1.12E-03,1.14E-02,1523.89,2011.91,9.39E-03,75.7438,488.013,286.426,-0.830265,-1.20548,-9.31E-02,1.46669,3.72E-14,-4.50E-15,1.46669,4.13837,304.893,235.443,-3.63824,-9999,0.211745,0.343364,32.3563,8.14E-02,-33.731,-9.98E-02,0,42.5727,-6.46058,14.6138,36.3905,55.4979,77.8365,116.613,-5.35E-02,1.01294,-25.2961,1.02642,0.70824,1.08351,4.13558,1.08351,1.60E-02,1.08351,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0.331877,0.281907,7.29E-02,4.96E-02,1.43882,6.22E-04,-2.06E-02,0.100526,3.89E-04,17.4329,626.992,2.43E-04,6.15E-03,-4.41E-03,3.64E-04,11.4368,419.491,15.0875,13.0657,104.829,105.419,104.24,1.17944,2.14E-04,2,10.9605
2021-07-15T000000_AIU-2088.ghg,15/07/2021,00:30,196.021,0,18000,18000,-2.66E-02,0,2.23E-03,-15.9711,0,1.33273,-0.164894,1,0.239751,4.08651,0,0.552187,-3.72E-03,1,5.41E-03,-0.737714,-6.75E-02,0.305982,-1.52E-03,-4.42E-11,-1.57E-12,17.6406,424.405,430.895,0.2,0,626.104,15.063,15.2934,0.1,0,291.788,290.398,101460,1.21032,1013.7,2.39E-02,-2.41E-04,1.14E-02,1521.39,1961.61,9.38E-03,77.5581,440.223,286.401,0.272993,-1.16293,-5.42E-02,1.19578,9.76E-14,-2.50E-15,1.19578,3.31163,255.467,283.211,-2.59999,-9999,0.148213,0.178332,17.9837,0.146411,96.8567,-8.78E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.62E-02,1.01457,-15.5982,1.02944,-0.150935,1.09248,3.74057,1.09248,-3.41E-03,1.09248,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.166305,0.158681,3.17E-02,6.61E-02,8.28214,8.68E-04,-1.27E-02,9.08E-02,-8.27E-05,17.6418,626.146,2.40E-04,6.15E-03,-4.41E-03,3.60E-04,11.4,424.404,15.063,13.0314,104.838,105.424,104.253,1.17075,2.14E-04,2,10.9507
2021-07-15T003000_AIU-2088.ghg,15/07/2021,01:00,196.042,0,18000,18000,-4.55E-02,0,3.80E-03,-20.1427,0,1.61914,0.3799,2,0.550693,3.58599,0,0.313439,8.57E-03,2,1.24E-02,2.62E-02,2.69E-02,9.51E-02,6.08E-04,4.83E-12,1.71E-13,17.7129,425.932,432.45,0.2,0,626.819,15.0728,15.3034,-0.6,0,291.803,290.413,101459,1.21025,1013.7,2.39E-02,5.56E-04,1.14E-02,1522.36,1963.38,9.39E-03,77.538,441.014,286.411,0.162761,-1.25949,-5.08E-02,1.27098,3.56E-14,2.73E-16,1.27098,3.79208,261.753,277.363,-2.29176,-9999,0.193841,0.256619,31.8984,8.25E-02,-53.0211,-8.47E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.49E-02,1.01259,-19.7213,1.02515,0.351961,1.07938,3.32227,1.07938,7.94E-03,1.07938,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0.256509,0.202848,5.39E-02,5.45E-02,1.78161,1.47E-03,-1.61E-02,8.07E-02,1.93E-04,17.7141,626.863,2.40E-04,6.15E-03,-4.41E-03,3.63E-04,11.4,425.932,15.0728,13.0361,104.846,105.427,104.265,1.16274,2.14E-04,2,10.9467
