"","Crop.Group","Variety","Field.Defined.Name","Application.Area.ha","Product.Name","Status","Actual.Issued.Date","Quantity","Units","Rate.per.Application.Area.ha"
"240","Barley Spring","Quench","Quarry 1.8428",3.14,"34.5%n","Completed","25/03/2011","628","kg","200"
"241","Barley Spring","Quench","Quarry 1.8428",3.14,"34.5%n","Completed","15/04/2011","335.661","kg","106.9"
"242","Barley Spring","Quench","Quarry 1.8428",3.14,"Ally Max SX","Completed","18/05/2011","78.5","g","25"
"243","Barley Spring","Quench","Quarry 1.8428",3.14,"Barley-Malting","Completed","19/08/2011","25.223","t","8.03"
"244","Barley Spring","Quench","Quarry 1.8428",3.14,"Clinic Ace","Completed","16/02/2011","9.42","L","3"
"245","Barley Spring","Quench","Quarry 1.8428",3.14,"Combi Drill","Completed","10/03/2011","3.14","ha","1"
"246","Barley Spring","Quench","Quarry 1.8428",3.14,"Combine","Completed","19/08/2011","3.14","ha","1"
"247","Barley Spring","Quench","Quarry 1.8428",3.14,"Fandango","Completed","18/05/2011","1.818","L","0.58"
"248","Barley Spring","Quench","Quarry 1.8428",3.14,"Fert Spread","Completed","04/03/2011","3.14","ha","1"
"249","Barley Spring","Quench","Quarry 1.8428",3.14,"Fert Spread","Completed","25/03/2011","3.14","ha","1"
"250","Barley Spring","Quench","Quarry 1.8428",3.14,"Fert Spread","Completed","15/04/2011","3.14","ha","1"
"251","Barley Spring","Quench","Quarry 1.8428",3.14,"Gala","Completed","18/05/2011","1.099","L","0.35"
"252","Barley Spring","Quench","Quarry 1.8428",3.14,"Hallmark With Zeon Technology","Completed","12/04/2011","0.299","L","0.1"
"253","Barley Spring","Quench","Quarry 1.8428",3.14,"Headland Manganese 15%","Completed","12/04/2011","17.213","L","5.48"
"254","Barley Spring","Quench","Quarry 1.8428",3.14,"MOP","Completed","04/03/2011","540.08","kg","172"
"255","Barley Spring","Quench","Quarry 1.8428",3.14,"Quench SB","Completed","10/03/2011","565.2","kg","180"
"256","Barley Spring","Quench","Quarry 1.8428",3.14,"Spray","Completed","16/02/2011","3.14","ha","1"
"257","Barley Spring","Quench","Quarry 1.8428",3.14,"Spray","Completed","19/03/2011","3.14","ha","1"
"258","Barley Spring","Quench","Quarry 1.8428",3.14,"Spray","Completed","12/04/2011","3.14","ha","1"
