"","Crop.Group","Variety","Field.Defined.Name","Application.Area.ha","Product.Name","Status","Actual.Issued.Date","Quantity","Units","Rate.per.Application.Area.ha"
"1633","Peas Vining","Peas Vining","Big field.A.5861A",11,"Pig Fym","Completed","08/08/2012","220","t","20"
"1634","Peas Vining","Peas Vining","Big field.A.5861A",11,"Spread Manure","Completed","08/08/2012","11","ha","1"
